BlockNumber,Timestamp,TxHash,EventType,Layer2Name,Layer2Address,Depositor,Amount,AmountWTON
18437961,2023-10-27 09:27:11,0x8abebc499dee9e13097c5451847447e6670f11f9d9768083498d039eb905bc72,Deposited,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x74a9636E5f6C9639a0eDDf0CeA2cDeA24e67b999,95826880000000000000000000000000,95826.88000000000000000000000
18439623,2023-10-27 15:01:59,0xc507eeccd5f3c0704c77eba212fb3b5a72152be175d68f28791bca6b17bc9a3e,Unstaking,DXM Corp,0x44e3605d0ed58FD125E9C47D1bf25a4406c13b57,0xceB2196aDdf345F68d1F536DdAA49FE54BcBDDAD,14180000000000000000000000000,14.18000000000000000000000000
18452808,2023-10-29 11:16:59,0xf1cd48fc3ba8373af9d9c03195646ca4dc7002b42e1189702bb29d17f79c5191,Deposited,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x8c595DA827F4182bC0E3917BccA8e654DF8223E1,12500000000000000000000000000000,12500.00000000000000000000000
18466811,2023-10-31 10:21:23,0x8c901a1ed963b27142465ee9b8b4c3e25bd322d22cc6ceb35dcfdeb363b5b9a9,Unstaking,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x9a8294566960Ab244d78D266FFe0f284cDf728F1,58546707404601913968900455615459,58546.70740460191396890045562
18467505,2023-10-31 12:42:11,0xea4fc4cf4159662bfe1cd893d53edc23c057b417b4f971e8a77d5059a8ec1705,Deposited,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x0c4a118Cd6aAffA1dC3e18A86D1f3c1218a3451d,50000000000000000000000000000,50.00000000000000000000000000
18468538,2023-10-31 16:11:23,0xdf653b9cc19c88c1097170f1e11c0a2a8a8f0f77a25a6a2864ba86142e0d4d57,Unstaking,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x6e4Cb148DA2f99D77E023f8BB4Bc6383bf7c550E,322227840000000000000000000000000,322227.8400000000000000000000
18487975,2023-11-03 09:30:35,0x641fb07e05a713fd63c771d6e04c4b677c7406866462fc01d99ffd1f67d790e0,Unstaking,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x98116aD363b151DbcD4FbE53AB74CE88944f3C66,5000000000000000000000000000000,5000.000000000000000000000000
18488087,2023-11-03 09:53:23,0x1c548bf4c679116c917bc9ccbf86248e14cfc7fa31266b5219f6aaf8403f9ea3,Deposited,Hammer DAO,0x06D34f65869Ec94B3BA8c0E08BCEb532f65005E2,0xceB2196aDdf345F68d1F536DdAA49FE54BcBDDAD,5000000000000000000000000000,5.000000000000000000000000000
18488189,2023-11-03 10:13:47,0xaafd51689b1084464de323c92f6372244e7f2eb57d2dd632422014822ffc37d9,Deposited,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0xceB2196aDdf345F68d1F536DdAA49FE54BcBDDAD,5000000000000000000000000000,5.000000000000000000000000000
18488196,2023-11-03 10:15:11,0x21da217aa6be9cac5f69fcf56c28e25f47d1d1678f3bc718df964f04ed248e1e,Unstaking,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0xceB2196aDdf345F68d1F536DdAA49FE54BcBDDAD,5000000000000000000000000000,5.000000000000000000000000000
18488212,2023-11-03 10:18:23,0x042f7726d45cc2917c34b5e20cfe70d1481ca2146bc06adbdd09a175083e4cbc,Deposited,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0xceB2196aDdf345F68d1F536DdAA49FE54BcBDDAD,10150000000000000000000000000,10.15000000000000000000000000
18490364,2023-11-03 17:32:47,0x15857ea19f68819bcb4ff0950f2e9bbec8e67e68dc759d2dd8bf5ca44862f2a9,Deposited,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0xceB2196aDdf345F68d1F536DdAA49FE54BcBDDAD,5000000000000000000000000000,5.000000000000000000000000000
18490429,2023-11-03 17:45:47,0x23dee5e7d62accc8e8e71969cc87cafb89fc02663262a61830cbe57e9b101cbc,Unstaking,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0xceB2196aDdf345F68d1F536DdAA49FE54BcBDDAD,10000000000000000000000000000,10.00000000000000000000000000
18490432,2023-11-03 17:46:23,0xdc4968dc714391bb927443b8d855d051013513ff5a4c90a81360c44ca381d3b3,Deposited,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0xceB2196aDdf345F68d1F536DdAA49FE54BcBDDAD,5000000000000000000000000000,5.000000000000000000000000000
18490436,2023-11-03 17:47:11,0x915ca5a30c7cdea6ad7afdf119ccd567b8a313287d4bc5fe04dd404cc33d8631,Unstaking,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0xceB2196aDdf345F68d1F536DdAA49FE54BcBDDAD,5000000000000000000000000000,5.000000000000000000000000000
18490443,2023-11-03 17:48:35,0x07476c3aad630e65e951183004abbb5999bec80106f9c7a72075e6c564e848aa,Unstaking,DeSpread,0xC42cCb12515b52B59c02eEc303c887C8658f5854,0xceB2196aDdf345F68d1F536DdAA49FE54BcBDDAD,5000000000000000000000000000,5.000000000000000000000000000
18490455,2023-11-03 17:51:11,0x1c26475a9d45851c1a592cff5b7a3c39a684dab1381a2a88cb443690bd0fdaf2,Deposited,DeSpread,0xC42cCb12515b52B59c02eEc303c887C8658f5854,0xceB2196aDdf345F68d1F536DdAA49FE54BcBDDAD,5000000000000000000000000000,5.000000000000000000000000000
18495819,2023-11-04 11:51:35,0x0e32eb37f47c12689954172c8f2d6ad4948bd8760e967416665eb9d40b742c06,Unstaking,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x9a8294566960Ab244d78D266FFe0f284cDf728F1,9309903426772925587233289532518,9309.903426772925587233289533
18498415,2023-11-04 20:36:35,0x4e9891276b822b4551a64a74b8b4d25ba1a4b4c6bb565597346ff133cf4b8030,Unstaking,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x74a9636E5f6C9639a0eDDf0CeA2cDeA24e67b999,96633560000000000000000000000000,96633.56000000000000000000000
18502091,2023-11-05 08:58:35,0x317c215f2a8c91aedfa921792237067697f4423405fb6236a392870082467d9c,Unstaking,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0x7F9CEdeBae9bB65Fc790AD908dc724DffC664B4B,3000000000000000000000000000000,3000.000000000000000000000000
18502309,2023-11-05 09:42:11,0xed7ea6ac5e98291ad09572ff1d15146194642d08fed4a27774fa8d14c0095af9,Unstaking,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0xE12EA99b2A6603EC19e3138a92d8F0101a588031,16329560000000000000000000000000,16329.56000000000000000000000
18502787,2023-11-05 11:18:47,0x62e549964c157264b4a28cd80ba81315e313d2656c9630855551af521129f230,Unstaking,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0xA4Cb7fb1aBb9D6F7750BddeaD7B11F7a3eC4eD10,22992300000000000000000000000000,22992.30000000000000000000000
18504600,2023-11-05 17:24:11,0x9b04e0fadb120c496c2dfed92941c37c2c2b6f3f58e6a873e20dff23f6882929,Unstaking,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0xb28646e873551391917f9D3971D2A9042936626b,381000000000000000000000000000,381.0000000000000000000000000
18509628,2023-11-06 10:19:47,0xd101c2b04b0ef0c226222ff4ebce8cb057c66313c6a70b19ffca3e3fb7d656ec,Unstaking,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x14c2CC217A07C04d4A0F97E1bE0B3E370B934606,3818790000000000000000000000000,3818.790000000000000000000000
18511587,2023-11-06 16:54:59,0x3757087d2ce440a9f9f65e8457e1fbb998b6b986dad7efadc8b3996d1654454c,Unstaking,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0x47cF0412b7eE43B0591ef75F22c283737b35Cf68,923420000000000000000000000000,923.4200000000000000000000000
18512236,2023-11-06 19:05:59,0x57cc1f847b5ec23e4452a7afdb1f81daf30381adeb1be6fbf0b955580707288b,Unstaking,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x20885C9CCe922Ab30cC5d84dcFc0f47c41bBE5E8,324867080000000000000000000000000,324867.0800000000000000000000
18516217,2023-11-07 08:28:59,0xdcc562b3c73fb562c522dc07eed7f300a9a7248a2f9cec3d2aae009899da3491,Unstaking,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0xb73f5B493737526AEA67ACFf744e036A5d01D303,30000000000000000000000000000000,30000.00000000000000000000000
18516422,2023-11-07 09:10:11,0xde611c67fd2118f4eb856d9d2832b04145af79358a39b5d05f2bbcec93bd3430,Unstaking,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x9a8294566960Ab244d78D266FFe0f284cDf728F1,5234063925011503918220269412928,5234.063925011503918220269413
18517217,2023-11-07 11:51:47,0x9b1207a4e3cc194613f9e0760adf2fe08c3285c0dde31de3541aad2f3cc12a6a,Withdrawal,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0x942d6ac7A6702Bb1852676f3f22AeE38bD442E4C,10042340000000000000000000000000,10042.34000000000000000000000
18517411,2023-11-07 12:30:47,0xa705c81e32237838f7ba64121f3e058f42da575b863d7c25cff0d0ec183a264d,Withdrawal,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0x8c595DA827F4182bC0E3917BccA8e654DF8223E1,16495540000000000000000000000000,16495.54000000000000000000000
18517757,2023-11-07 13:40:23,0x842a8e9fcb9f985c2ad8334a08fff652a483519e32946c97a88f8a7d1311bb3b,Withdrawal,Hammer DAO,0x06D34f65869Ec94B3BA8c0E08BCEb532f65005E2,0x300f542664981f314e56C6f3e410e19BB94b4d2d,80815970000000000000000000000000,80815.97000000000000000000000
18518646,2023-11-07 16:40:35,0x5ca63a4986a3cec620367bb100a8da89fcb333177d841d2ce1882585484c4b01,Withdrawal,Hammer DAO,0x06D34f65869Ec94B3BA8c0E08BCEb532f65005E2,0x12DDa30d61c016d808e4f5327D37BDd2E9B3cC51,10354110000000000000000000000000,10354.11000000000000000000000
18518648,2023-11-07 16:40:59,0xcd54593207727a5b779c45ca524d4ef6f5931acb28f930d66074caa41c31632c,Withdrawal,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x12DDa30d61c016d808e4f5327D37BDd2E9B3cC51,2493520000000000000000000000000,2493.520000000000000000000000
18524726,2023-11-08 13:01:59,0xa8b3956b93ec7366412b672b3988bf2bc0814d3066fcd06caf11e3df5af5d8fb,Unstaking,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x443a8E36753CCd89108f1b0Fc92F24eea7c7fDbC,100000000000000000000000000000000,100000.0000000000000000000000
18525583,2023-11-08 15:55:23,0x0eb21a6abe19bd2c8bf594c8f70580e2f6bba47f29bc8c563824628f74a9075e,Withdrawal,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0xb73f5B493737526AEA67ACFf744e036A5d01D303,20000000000000000000000000000000,20000.00000000000000000000000
18526033,2023-11-08 17:25:47,0x6c8e28de7e7813d3e0ffa47fe3bfdcd5d807fbfd4256528c519de9a66cfa266c,Withdrawal,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x942d6ac7A6702Bb1852676f3f22AeE38bD442E4C,8494470000000000000000000000000,8494.470000000000000000000000
18530989,2023-11-09 10:02:59,0x44ae1efde58c7c4d1aa931930c57038d42e8101ec7947c8f6c2d93bd61d6bc7a,Unstaking,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0xceB2196aDdf345F68d1F536DdAA49FE54BcBDDAD,2000000000000000000000000000,2.000000000000000000000000000
18530999,2023-11-09 10:04:59,0xa57af9f7f4ac361a205403c6c62a1e64e006f78890f5f7114dfa966f6b0f7f03,Unstaking,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0xceB2196aDdf345F68d1F536DdAA49FE54BcBDDAD,2000000000000000000000000000,2.000000000000000000000000000
18538260,2023-11-10 10:27:35,0xc9a4b3cdc5a010201c0f3cb2d7cd82314e0df17d0f5e8453896e4133d4b74f6d,Withdrawal,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0x780F80a79569Ee5c0fe061f3Bf10e4EfA912DFAA,700000000000000000000000000000,700.0000000000000000000000000
18538616,2023-11-10 11:38:59,0x9200ffe30530eee88ef5bdd8bbf42dbbf4d610b03d3491d171f3507674034023,Unstaking,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0x9310eF04596Ca7CAebb5b873170A7FFE977E51B1,1255000000000000000000000000000,1255.000000000000000000000000
18538667,2023-11-10 11:49:11,0xeed08c60bc84901fbbd3a927d856c78a0eae87424c081adf0bfd4b7aa7df3ac1,Withdrawal,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0x3Fa901AD74c21A2048dD465199255d1aF218C306,2000000000000000000000000000000,2000.000000000000000000000000
18538673,2023-11-10 11:50:23,0x7809fa5e483be278a63b4878c28851beb2b6045f23324eb97295ce1d118e6051,Unstaking,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0x7511CA0A18132F651f6f966f2B50b7236A5dA0Ea,400000000000000000000000000000,400.0000000000000000000000000
18538798,2023-11-10 12:15:23,0xfea821087f7d47b06f5fec2bb4a105713530fbcb164c3b375f39aefe3c1b2f10,Unstaking,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x14bCfb8A4C7992628EadA75C2761e595091cb1c2,604440000000000000000000000000,604.4400000000000000000000000
18541034,2023-11-10 19:45:35,0xd271c654ee71fca1834109926d339f4bf047bc79acfbbe929e30bc119a69ca43,Unstaking,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0xc1864661f08cEA68d785208a21e7e36aa2114A5b,2938680000000000000000000000000,2938.680000000000000000000000
18542017,2023-11-10 23:03:23,0x61efcd9250f88a5614dca289762131be42921d8bc40c9f5b9663e46bcd83f48e,Withdrawal,Hammer DAO,0x06D34f65869Ec94B3BA8c0E08BCEb532f65005E2,0xA91E9464cc258FC473d73204bfd990C8c4056381,20000000000000000000000000000000,20000.00000000000000000000000
18542664,2023-11-11 01:13:23,0x266cc28cb9082dca8cf5417849177a1b72d057458e5f12c5af691e61f77d583f,Unstaking,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0xe609D7FCC7dA26cB3715879dB4d72CB5787b18f9,16218050000000000000000000000000,16218.05000000000000000000000
18545192,2023-11-11 09:42:59,0xe6f15a8ab1b3ba0d2ff613b0b6d259908078c3206d5b3a92de1c112dccbffde4,Unstaking,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0xb73f5B493737526AEA67ACFf744e036A5d01D303,35413100000000000000000000000000,35413.10000000000000000000000
18545617,2023-11-11 11:08:23,0x4fde186f453f72501b798a28e756059badfd5594af847a6c5813138b3a04d644,Unstaking,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0x43655562fb3802cbC323D4D4FD2D696f936A6f93,3094590000000000000000000000000,3094.590000000000000000000000
18547827,2023-11-11 18:34:59,0xb8cf8b7ec204d28ae49759d40fe0530eb4b257af351a66d4442abe040e692ea0,Deposited,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x0c4a118Cd6aAffA1dC3e18A86D1f3c1218a3451d,346560000000000000000000000000,346.5600000000000000000000000
18551729,2023-11-12 07:40:23,0xfc88b652764e61a6a7de0ddd942480093a4fde0c33e04519c699c28505b2f420,Deposited,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x74a9636E5f6C9639a0eDDf0CeA2cDeA24e67b999,96633560000000000000000000000000,96633.56000000000000000000000
18554282,2023-11-12 16:15:23,0x03864d7080b243a111a6f0471c9c7fc5944461d1c02fbf6d46124c95a75352ba,Unstaking,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0x11feC2460eB9B8822FceE1ec54Df1408c4de5b87,2171130000000000000000000000000,2171.130000000000000000000000
18557696,2023-11-13 03:44:11,0x7a0bacb22fc393d2f67bb10d833e92e6a0a67bf318cc4d8ff5ff3be5c25f5fca,Deposited,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0x340C44089bc45F86060922d2d89eFee9e0CDF5c7,70000000000000000000000000000000,70000.00000000000000000000000
18559533,2023-11-13 09:53:47,0x86f29fbba5377744b8fd671d1acc19282e7c186d8147e89e3937fc0924b53b11,Unstaking,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0x7511CA0A18132F651f6f966f2B50b7236A5dA0Ea,1600000000000000000000000000000,1600.000000000000000000000000
18559933,2023-11-13 11:13:59,0x4bbc1c9c1fa733d3c44d310a91841bad46fa42af0572f3456ed038b4378070a8,Withdrawal,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x9a8294566960Ab244d78D266FFe0f284cDf728F1,58546707404601913968900455615459,58546.70740460191396890045562
18567173,2023-11-14 11:31:35,0xda939b0fa0bae62647dc56ca04a68ab50c65caa2531547c49f4e4bbb75fcd767,Withdrawal,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x6e4Cb148DA2f99D77E023f8BB4Bc6383bf7c550E,322227840000000000000000000000000,322227.8400000000000000000000
18567387,2023-11-14 12:14:47,0x0bc1b1628445382dbb42c1539c5292b8f2e755c84616c6c171247389965ec973,Unstaking,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0x7F9CEdeBae9bB65Fc790AD908dc724DffC664B4B,19656510000000000000000000000000,19656.51000000000000000000000
18571003,2023-11-15 00:21:23,0xbabc0635542d866bda4c9f937a7bb460cc9b46c2fd9ed758f68a650e7bfef01e,Deposited,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0x1CBC0bb75c94c52e2b84E756328890B88053e3cb,190000000000000000000000000000000,190000.0000000000000000000000
18571015,2023-11-15 00:23:47,0xd0ba578baa44c53dbae97cfe7f2281bdbf2983c2639b48367fdd82fa89f1051f,Deposited,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0xfA8d492af64fB27E24905AEAf7768692E3A3EBcD,128546000000000000000000000000000,128546.0000000000000000000000
18571030,2023-11-15 00:26:47,0xe502ff324896437ed9372960c3eeb88202538c464fea378a2f8f138fdeafc85b,Deposited,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0x8C4F7e4fB2FA29f408B455683a2DC2a97959501d,200000000000000000000000000000000,200000.0000000000000000000000
18571059,2023-11-15 00:32:35,0x9951ce3c1ee27c2c65f67efbbcc27ec5fb9959675937e06ca7ce3c9567db054f,Deposited,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0xA5789d76C9f9C5b66817975060Dc0E13Ee0EaE6c,299500000000000000000000000000000,299500.0000000000000000000000
18571070,2023-11-15 00:34:47,0x4461e1fde67ec7eddec45efa809d310cad04c7283657f2d538e1f9f8b9aede09,Deposited,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0xaA40fAa3BA9281C4dCF8Ca2619839310D2877aD6,150000000000000000000000000000000,150000.0000000000000000000000
18571076,2023-11-15 00:35:59,0xec6555a48aefecfde6bb73cdd7ee5778fbdefff1d7f12c9ac39ba42c9f4b1db4,Deposited,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0xa19D7Ac9C6513ab1b5dd154CB19252401a476692,180000000000000000000000000000000,180000.0000000000000000000000
18580808,2023-11-16 09:16:23,0x9521029b4769fbe0e75d103d5b95bb6ec8a7ccb30e2bc3704149b38ad83f80f5,Deposited,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x0c4a118Cd6aAffA1dC3e18A86D1f3c1218a3451d,368580000000000000000000000000,368.5800000000000000000000000
18581207,2023-11-16 10:36:59,0x4ead0e2721ef803bdb93425a470e543a2a1b4073719b31707a633c2a708ce0ee,Unstaking,decipher,0xbc602C1D9f3aE99dB4e9fD3662CE3D02e593ec5d,0xb365F53a805739dD33a9eF6e5fEFd613c17A2EEE,495090000000000000000000000000,495.0900000000000000000000000
18590934,2023-11-17 19:14:47,0xf13084591587bcad65cb23d894a6226d7d2cc9f9109dddbf4f7362220230a8c9,Withdrawal,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x9a8294566960Ab244d78D266FFe0f284cDf728F1,9309903426772925587233289532518,9309.903426772925587233289533
18599778,2023-11-19 01:00:35,0x2d47dda8cd7e3f5cfafb559a7c75aeeda48ad17c211016825cc69fb69b2a4f7e,Unstaking,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x9a8294566960Ab244d78D266FFe0f284cDf728F1,21084370596863715514346567329769,21084.37059686371551434656733
18603221,2023-11-19 12:36:47,0x60dd4997db747bc52080e6a57792d5e0d1e0d9c2228458d8411d21022da3f3a6,Withdrawal,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0xb28646e873551391917f9D3971D2A9042936626b,381000000000000000000000000000,381.0000000000000000000000000
18609169,2023-11-20 08:36:47,0x80029b913d97f52c03fae5acd645abbb4eb4bb3af8edbd5be9d6fc0f7f703753,Withdrawal,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0x7F9CEdeBae9bB65Fc790AD908dc724DffC664B4B,3000000000000000000000000000000,3000.000000000000000000000000
18609614,2023-11-20 10:06:11,0x324f4594051405533f4b0bd5d71b7c9a073ccec08f497799a875bb1d74a0eb32,Withdrawal,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0xb73f5B493737526AEA67ACFf744e036A5d01D303,30000000000000000000000000000000,30000.00000000000000000000000
18609983,2023-11-20 11:20:47,0xc9df263d185593920c53fe701343237dc0754b8214fdb580c1763df7bf827e73,Unstaking,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x74a9636E5f6C9639a0eDDf0CeA2cDeA24e67b999,98011460000000000000000000000000,98011.46000000000000000000000
18613351,2023-11-20 22:38:59,0x9fbc1cad5400fa96d7e642f8e50f2799a00980a17c95a6fa6166b0ba95178c39,Deposited,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x0c4a118Cd6aAffA1dC3e18A86D1f3c1218a3451d,1000000000000000000000000000000,1000.000000000000000000000000
