BlockNumber,Timestamp,TxHash,EventType,Layer2Name,Layer2Address,Depositor,Amount,AmountWTON
19354442,2024-03-03 20:47:47,0x4df8a8e61160bea9b9704b7a937f27d31d8b8ff2efe25111f22554261d34faa7,Deposited,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0xe7419eF29941d7acbF42AfAA68137C2b6dCc6BfD,200000000000000000000000000000000,200000.0000000000000000000000
19366938,2024-03-05 14:40:59,0x2a405a45c7edc4d1fe8c65b08c6a5ee7eb9e7402d78307c7f84abb7e471cc76b,Withdrawal,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x8c595DA827F4182bC0E3917BccA8e654DF8223E1,5000000000000000000000000000000,5000.000000000000000000000000
19367551,2024-03-05 16:44:23,0x801cd04e4f731b4c1ec777a8269b8850a7585306f17bc850ad3f8b68d2e2794b,Unstaking,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0x3Fa901AD74c21A2048dD465199255d1aF218C306,2000000000000000000000000000000,2000.000000000000000000000000
19372165,2024-03-06 08:10:59,0x15f3e92efd7ebacda4b0837da48ba872de966a61f398b97f9e27d1f84a4ace7f,Withdrawal,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x7F9CEdeBae9bB65Fc790AD908dc724DffC664B4B,3500000000000000000000000000000,3500.000000000000000000000000
19382121,2024-03-07 17:32:59,0xfed393ef0dafe073f85bb9c2ddef2cb95bca84541d1c5b756c952ec10dc26fb9,Withdrawal,Hammer DAO,0x06D34f65869Ec94B3BA8c0E08BCEb532f65005E2,0xA91E9464cc258FC473d73204bfd990C8c4056381,20000000000000000000000000000000,20000.00000000000000000000000
19395786,2024-03-09 15:35:23,0x0c10b257c03c2215d61af1936b99924fe1db7c57e8bbab8a62ed09178295f452,Withdrawal,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0x340C44089bc45F86060922d2d89eFee9e0CDF5c7,8800000000000000000000000000000,8800.000000000000000000000000
19401170,2024-03-10 09:37:59,0x276b89739625335cf219c5a0c8e4090a4a11876c4a0ebcf9e947338723d064c4,Unstaking,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x74a9636E5f6C9639a0eDDf0CeA2cDeA24e67b999,101369540000000000000000000000000,101369.5400000000000000000000
19405747,2024-03-11 01:00:11,0x0491f78f07016e7baa041b52a6fe4f3730b1b1fa6ac94f1499d318615b87d993,Withdrawal,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0xBB46614890B7e4a69fDA7d50e03952a600925C3b,5490820000000000000000000000000,5490.820000000000000000000000
19405751,2024-03-11 01:00:59,0xd38ffe5a49681f3af4c5c8621080bac3325ae367ee62f366e545a0d9ac131635,Withdrawal,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0xBB46614890B7e4a69fDA7d50e03952a600925C3b,5750790000000000000000000000000,5750.790000000000000000000000
19413744,2024-03-12 03:49:23,0xbe629b5ae748844f97fdf5484dc644c38edad009af324a85d915c0c4be6da580,Unstaking,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x9a8294566960Ab244d78D266FFe0f284cDf728F1,51869892709353928590972470867985,51869.89270935392859097247087
19415567,2024-03-12 09:57:35,0x3845eb7b9f5698df7effa621049b2ce7fc66e2b19636836715412949777341ca,Unstaking,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0xD6c61BaCD0E859683c0301D7dd301828Cef18433,14544690000000000000000000000000,14544.69000000000000000000000
19431303,2024-03-14 14:54:23,0x2339ddb4ee53a260db81fe1079ee6b40b79c76f603316696e06b86e200c8f2cf,Unstaking,Talken,0x36101b31e74c5E8f9a9cec378407Bbb776287761,0xCC2f386adcA481a00d614d5AA77A30984F264A07,1000000000000000000000000000,1.000000000000000000000000000
19431626,2024-03-14 15:59:59,0x7fbfe4367565ec266f0dab1791643d4b80d31638de294ae1e6a3ba41eaba27ee,Unstaking,Talken,0x36101b31e74c5E8f9a9cec378407Bbb776287761,0xCC2f386adcA481a00d614d5AA77A30984F264A07,950000000000000000000000000000,950.0000000000000000000000000
19447967,2024-03-16 23:11:47,0x8d2d6f0f1e27c5898d8998135c5236e6f3ff01260368c4c38cba6708c93d10c1,Unstaking,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0xAB7E42192E98878Fdd3b8cE8b477D87d27E12208,955600000000000000000000000000,955.6000000000000000000000000
19453867,2024-03-17 19:06:47,0x25dce9ba545c5d8a551876d8248af9d12c216108d67387562e2f8af713692422,Withdrawal,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0xA4Cb7fb1aBb9D6F7750BddeaD7B11F7a3eC4eD10,10000000000000000000000000000000,10000.00000000000000000000000
19454565,2024-03-17 21:28:35,0x4f1238329112ec374643be77e5b754c6e4a45ad5f71f60e5989151367df9adc9,Unstaking,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0x7897ccD146b97639c0Dd99A17383e0b11681996E,1140227570000000000000000000000000,1140227.570000000000000000000
19454575,2024-03-17 21:30:35,0x483a83e352aa3262119aafb44f92bec41fdb06f5c7473dac8f9bed5cec7bea15,Unstaking,DSRV,0x2B67D8D4E61b68744885E243EfAF988f1Fc66E2D,0x7897ccD146b97639c0Dd99A17383e0b11681996E,327387130000000000000000000000000,327387.1300000000000000000000
19459545,2024-03-18 14:16:59,0xee96fa26cc77b6d98beab1b979a58b197c71eae5e0a64ccdb19a69bc95ebecdd,Unstaking,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x8c595DA827F4182bC0E3917BccA8e654DF8223E1,5000000000000000000000000000000,5000.000000000000000000000000
19466910,2024-03-19 15:07:59,0x671b99f4d5b265ae14ee46fa8d8c2c7259e931c702a315416408cc4d7c0aec40,Unstaking,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0x9310eF04596Ca7CAebb5b873170A7FFE977E51B1,1095000000000000000000000000000,1095.000000000000000000000000
19479673,2024-03-21 10:06:47,0x5db6b881d78b9ddfd5d8fda6fe5efc4b7c908eff2b99d19ae6546eb469b18d52,Deposited,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x0c4a118Cd6aAffA1dC3e18A86D1f3c1218a3451d,164140000000000000000000000000,164.1400000000000000000000000
19482640,2024-03-21 20:07:11,0x6f68995ea367d776524ce3f96dabb8c2c3c08749a4310bc4e0f2798052b95a98,Unstaking,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0xE12EA99b2A6603EC19e3138a92d8F0101a588031,1152000000000000000000000000000,1152.000000000000000000000000
19483432,2024-03-21 22:48:11,0xc8cb0f747ee295cc5b9792e3b344ea715bacfd70edecc973417bb28f93113d94,Unstaking,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x0c4a118Cd6aAffA1dC3e18A86D1f3c1218a3451d,2784040000000000000000000000000,2784.040000000000000000000000
19489804,2024-03-22 20:15:35,0x8ed8d48f4a6c2d8b1e8a23933a49c9aa70c8618e47f5236eade2c7cdc2bba523,Unstaking,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x9a8294566960Ab244d78D266FFe0f284cDf728F1,16166652776934581951664694279659,16166.65277693458195166469428
19494296,2024-03-23 11:21:59,0x67c8e9f1fba85abd2b173edc4f2d3ad06bdb6c890e1d987b3a4f406a486156f1,Unstaking,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x5b4e28133aab99Ee9FC77B649127A6CFacf28793,461560000000000000000000000000,461.5600000000000000000000000
19496850,2024-03-23 19:57:47,0x41ee36fa9c3757cc01092e760732b29db3f4a6c66709789cd5334094c782f185,Withdrawal,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x74a9636E5f6C9639a0eDDf0CeA2cDeA24e67b999,101369540000000000000000000000000,101369.5400000000000000000000
19497417,2024-03-23 21:52:11,0x4ba8e94d964a7c155a439f1ae79ceea70bc55efe7ab34ac54bd8d4f59fb21360,Withdrawal,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0x3Fa901AD74c21A2048dD465199255d1aF218C306,2000000000000000000000000000000,2000.000000000000000000000000
19509113,2024-03-25 13:24:11,0x89b344041c425cf4da6d9f4d8da00abc619a044e440c934ce875975120d6cf5e,Deposited,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x0c4a118Cd6aAffA1dC3e18A86D1f3c1218a3451d,2784040000000000000000000000000,2784.040000000000000000000000
19509662,2024-03-25 15:15:59,0x415b691658163c29ae3ca571262f41a2d30aeaf1b2db91a7defee11528480025,Withdrawal,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0xD6c61BaCD0E859683c0301D7dd301828Cef18433,14544690000000000000000000000000,14544.69000000000000000000000
19509831,2024-03-25 15:49:59,0x5c28ee99f5e011d34a3f6e12ede73c760b815c11b6631a3f52ef87e464ace8ed,Unstaking,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0x3Fa901AD74c21A2048dD465199255d1aF218C306,2000000000000000000000000000000,2000.000000000000000000000000
19529015,2024-03-28 09:19:35,0xff8bf0104d0e9ea21b817d5095a2b9669fe27a4f5978c00e0edf8f1ef411e98e,Unstaking,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0x7511CA0A18132F651f6f966f2B50b7236A5dA0Ea,1000000000000000000000000000000,1000.000000000000000000000000
19530840,2024-03-28 15:31:23,0x4ece0e87ff1be89c7d79ff1ff8f27252fe922d450c5219d1e94adc57892c8293,Deposited,Hammer DAO,0x06D34f65869Ec94B3BA8c0E08BCEb532f65005E2,0x3d827286780dBc00ACE4ee416aD8a4C5dAAC972C,11929530000000000000000000000000,11929.53000000000000000000000
19531206,2024-03-28 16:45:11,0x5e75cfec6d36a9cbf2439204ed79a8fa749ca764dab278bdf223db2ea259b4f3,Withdrawal,Talken,0x36101b31e74c5E8f9a9cec378407Bbb776287761,0xCC2f386adcA481a00d614d5AA77A30984F264A07,1000000000000000000000000000,1.000000000000000000000000000
19531206,2024-03-28 16:45:11,0x5e75cfec6d36a9cbf2439204ed79a8fa749ca764dab278bdf223db2ea259b4f3,Withdrawal,Talken,0x36101b31e74c5E8f9a9cec378407Bbb776287761,0xCC2f386adcA481a00d614d5AA77A30984F264A07,950000000000000000000000000000,950.0000000000000000000000000
19532638,2024-03-28 21:34:23,0xb5f4c3749af428382c90dd2be09311cf77bf5d6a428ceca418fb1990b953837f,Withdrawal,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x9a8294566960Ab244d78D266FFe0f284cDf728F1,51869892709353928590972470867985,51869.89270935392859097247087
19557183,2024-04-01 08:38:35,0x37bc9fb864e07e2fdde742937598dbc7dff56093fff1d599008ef3f78d09e229,Withdrawal,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x8c595DA827F4182bC0E3917BccA8e654DF8223E1,5000000000000000000000000000000,5000.000000000000000000000000
19567685,2024-04-02 20:00:59,0x48be0c07ee981e5a93775462bf525b256a10e95d9bb4729c2455dc1f2e987984,Withdrawal,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0xAB7E42192E98878Fdd3b8cE8b477D87d27E12208,955600000000000000000000000000,955.6000000000000000000000000
19578652,2024-04-04 08:53:47,0xf194994c8bd9d7b7ec44a1e1d278954b942a94243369a61a47d61dfd932708d8,Withdrawal,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0x9310eF04596Ca7CAebb5b873170A7FFE977E51B1,1095000000000000000000000000000,1095.000000000000000000000000
19589290,2024-04-05 20:38:35,0xfd84e5a6497977f8ca41b99b5ea746c90558c6bd57f06522d47a9c42a55b34f0,Withdrawal,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0xE12EA99b2A6603EC19e3138a92d8F0101a588031,1152000000000000000000000000000,1152.000000000000000000000000
19594674,2024-04-06 14:43:35,0x61219ac5cf800ec197dd47eb4605892dfb051c2b8a78565eb61a962566a3e4bd,Unstaking,Hammer DAO,0x06D34f65869Ec94B3BA8c0E08BCEb532f65005E2,0xA91E9464cc258FC473d73204bfd990C8c4056381,20000000000000000000000000000000,20000.00000000000000000000000
19594936,2024-04-06 15:36:35,0x544708c830e9f54651c221160d3e76082017d261a6851bb6c6f0d16503b5eaf8,Deposited,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x500293D9D691b684E60CD7D27663Ea3C9Dba3C5c,197860000000000000000000000000,197.8600000000000000000000000
19622986,2024-04-10 13:56:35,0xe10f2775d38fcd0056a093e91ecc4ec6bfdcdb71cddac41eeb5f09288f75e1f5,Withdrawal,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0x3Fa901AD74c21A2048dD465199255d1aF218C306,2000000000000000000000000000000,2000.000000000000000000000000
19623666,2024-04-10 16:13:11,0xd447947bf9f1890b0c044582967415b5961ab40a149a5f3d9214027c9662718e,Deposited,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0xF24E378E0964E6f491Fc88Ae42eAB2276f93FB01,8126000000000000000000000000000,8126.000000000000000000000000
19625560,2024-04-10 22:35:23,0x658e698c457390fccd55af915b6b3e85c6c7f947b0125962a6dcdb4be280480d,Deposited,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x8c595DA827F4182bC0E3917BccA8e654DF8223E1,13330000000000000000000000000000,13330.00000000000000000000000
19628894,2024-04-11 09:45:23,0xefb1bba9ae2aa62e8fd75580b5839540773f11067038b973c52cfb12d37539f3,Deposited,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0xc3C6C3538EB6351b1a8aad9A7cBfd6E00eFD2429,3000000000000000000000000000000,3000.000000000000000000000000
19657644,2024-04-15 10:29:23,0xc3647c415848a0ae740eef28fcbfa72a6373dc020595e44bf334cc2e57151560,Withdrawal,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0x7511CA0A18132F651f6f966f2B50b7236A5dA0Ea,1000000000000000000000000000000,1000.000000000000000000000000
19661385,2024-04-15 23:04:11,0x3131f4caddd4adc1fef80c30ad4482af4e1e6ee3506c6438635cd0be5dc0c70c,Unstaking,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0xE12EA99b2A6603EC19e3138a92d8F0101a588031,1087500000000000000000000000000,1087.500000000000000000000000
19665619,2024-04-16 13:19:11,0x8a807ec1139de6d938e7499e8dbfe4d821c8315ff4db7108281e11198c163c30,Withdrawal,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x5b4e28133aab99Ee9FC77B649127A6CFacf28793,461560000000000000000000000000,461.5600000000000000000000000
19688124,2024-04-19 16:53:47,0x2f1413e5cc0710133c957055de5dcf0b1de67d3770a4123160e3602576b281d1,Withdrawal,Hammer DAO,0x06D34f65869Ec94B3BA8c0E08BCEb532f65005E2,0xA91E9464cc258FC473d73204bfd990C8c4056381,20000000000000000000000000000000,20000.00000000000000000000000
19693700,2024-04-20 11:38:59,0x652d787581c1851dd9ff0b05a5764c7e5c6adde1e634ab8d1c526dda9ff5f1f4,Unstaking,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x8615dE5ef825063CD73F4d319EC25231E13c5b86,8111190000000000000000000000000,8111.190000000000000000000000
19695979,2024-04-20 19:17:47,0x7bba8f4bd1833255303d39ee38a57f844ddbb019ed058768e398d6e1490241b8,Deposited,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x8615dE5ef825063CD73F4d319EC25231E13c5b86,8111190000000000000000000000000,8111.190000000000000000000000
19695982,2024-04-20 19:18:23,0x3aec7bd2388ca51be97ceb7b5a2ef696f6c4dcafe9f0f2062c444d3185d9ef07,Unstaking,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x8615dE5ef825063CD73F4d319EC25231E13c5b86,8111190000000000000000000000000,8111.190000000000000000000000
19696000,2024-04-20 19:21:59,0x0ddd272f75c093693cd9d009f5de4f3f8d71c3f9adfd5792ee54650bce498468,Deposited,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x8615dE5ef825063CD73F4d319EC25231E13c5b86,8111190000000000000000000000000,8111.190000000000000000000000
19704373,2024-04-21 23:27:59,0x4a3cf319bc650e54af89e42b57fa525850e55cad341e952715501283306ae523,Unstaking,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x8c595DA827F4182bC0E3917BccA8e654DF8223E1,5000000000000000000000000000000,5000.000000000000000000000000
19709703,2024-04-22 17:19:59,0x61f2b9596c2ec45fe001282f3953e808ab71b730305d3c4bdfa311a09ca16f0b,Unstaking,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x8615dE5ef825063CD73F4d319EC25231E13c5b86,8164910000000000000000000000000,8164.910000000000000000000000
19714904,2024-04-23 10:46:59,0xf38c6ad41724fc2d581d584f40f59740aa11a8317e36f66c82505652e461a911,Unstaking,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0xceB2196aDdf345F68d1F536DdAA49FE54BcBDDAD,1000000000000000000000000000,1.000000000000000000000000000
19716057,2024-04-23 14:38:11,0x658b3e1d5608d5f19ba2403a3d8a97462a98a253f5dfd60d3808628e9b6d05c6,Withdrawal,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x9a8294566960Ab244d78D266FFe0f284cDf728F1,16166652776934581951664694279659,16166.65277693458195166469428
19716969,2024-04-23 17:41:47,0xfeb7a47ff1a60d5d4060ff0359804d267ae7be3a7a673569fb62ecaf60aaf252,Deposited,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x8615dE5ef825063CD73F4d319EC25231E13c5b86,8164910000000000000000000000000,8164.910000000000000000000000
19729012,2024-04-25 10:09:59,0x5c1edcbf0c26f7ac1b5573e9c0716f556bac1c2704c57b33e6759c13c57519e9,Deposited,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0xf109A6faa0c8adAe8ccB114f4aB55d47e8FD4bE6,6092940000000000000000000000000,6092.940000000000000000000000
19738357,2024-04-26 17:30:47,0x1f5a60606adf02be4e6a0fedb3fa91491e905af3ea7f025eb7ce85f4df8fe290,Deposited,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0xc3C6C3538EB6351b1a8aad9A7cBfd6E00eFD2429,4000000000000000000000000000000,4000.000000000000000000000000
19738617,2024-04-26 18:23:47,0x9c8f70794700c7a7e76f2aca4784088e41410c62c0f431e0daf0dc167fbcb772,Deposited,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x1E0E51d6Db814086a06A40CC946a5310146a8202,2000000000000000000000000000000,2000.000000000000000000000000
19741291,2024-04-27 03:24:59,0x618c81e230ded17b4c72efe0747186ea1f2a6bb81711e29fd28a4a2a64830bf6,Deposited,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0xF24E378E0964E6f491Fc88Ae42eAB2276f93FB01,4000000000000000000000000000000,4000.000000000000000000000000
19761564,2024-04-29 23:28:59,0xca22122aaba10539b9d5a2644959a4cf073e766a824f9dc22bb28bda537a43ba,Withdrawal,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0xE12EA99b2A6603EC19e3138a92d8F0101a588031,1087500000000000000000000000000,1087.500000000000000000000000
19762111,2024-04-30 01:18:47,0xba7cdcd0bcb22bde58123b997bafe62d7596a806065204cd37888e10de2f6325,Deposited,Hammer DAO,0x06D34f65869Ec94B3BA8c0E08BCEb532f65005E2,0x4DC3f3aFA6E00050701E8A379B2BE46DE6B0A4e4,552990000000000000000000000000,552.9900000000000000000000000
19773560,2024-05-01 15:42:35,0x9667db486a372ba1580c65de17dd67a6a72168db734515d7504f7bb96311482a,Deposited,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0x44BFc8355Fea67b2D4d599294e2a15b27fb7923D,14633000000000000000000000000000,14633.00000000000000000000000
19773690,2024-05-01 16:08:35,0xf8997e1a71a5f133fb417c35a2dffaee11d7302ca877cc6c7bb9b432ed78c51b,Unstaking,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x8615dE5ef825063CD73F4d319EC25231E13c5b86,400000000000000000000000000000,400.0000000000000000000000000
19779478,2024-05-02 11:32:35,0x76951b7d727c266127567d1566bb8b83772ff84f707b27ae93179edf770e6a35,Unstaking,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0x3e1613D3E3D0060dC548C012cd51e1C07239Fce6,2814720000000000000000000000000,2814.720000000000000000000000
19781327,2024-05-02 17:44:47,0x71ddfd48b41ab1a87e9668d681e34c1728adb351f0dd30d57add38b8b02bee0b,Deposited,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0xA4Cb7fb1aBb9D6F7750BddeaD7B11F7a3eC4eD10,18000000000000000000000000000000,18000.00000000000000000000000
19800403,2024-05-05 09:44:59,0xe03c195ac21041cc248b1edb2fe0d0c478dc687f65c874efb6f3638fdc6e28fb,Withdrawal,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x8c595DA827F4182bC0E3917BccA8e654DF8223E1,5000000000000000000000000000000,5000.000000000000000000000000
19823537,2024-05-08 15:24:23,0xb9f2f1e66373cb993d3182954069a5c4d31c8fc11d9097c9e484903262a0d23b,Unstaking,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x9a8294566960Ab244d78D266FFe0f284cDf728F1,58297682670090091654292611001776,58297.68267009009165429261100
19825197,2024-05-08 20:59:11,0x4a8afaab767d624e0638d0fba9627f2f8f99c1bccbae4111fc5be6f0a2fcacad,Deposited,Hammer DAO,0x06D34f65869Ec94B3BA8c0E08BCEb532f65005E2,0x3d827286780dBc00ACE4ee416aD8a4C5dAAC972C,11274000000000000000000000000000,11274.00000000000000000000000
19831564,2024-05-09 18:23:11,0x366d11e49dadd7b1688af4012d2b4bdbbf2606a47504d5f56c6fa5c8486489f9,Unstaking,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0xF24E378E0964E6f491Fc88Ae42eAB2276f93FB01,20000000000000000000000000000000,20000.00000000000000000000000
19840119,2024-05-10 23:05:35,0x2c97a703c74beaf84ff048b2e3d1eb9478d8cf75166532a31aaaf920b65063c7,Deposited,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x0c4a118Cd6aAffA1dC3e18A86D1f3c1218a3451d,248440000000000000000000000000,248.4400000000000000000000000
19866739,2024-05-14 16:23:35,0x382fac8410226926c881a27765ade38efa516260fa25b7495790b7ce10e24bb7,Withdrawal,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x8615dE5ef825063CD73F4d319EC25231E13c5b86,400000000000000000000000000000,400.0000000000000000000000000
19879364,2024-05-16 10:49:35,0x9191b60f385c5c5e2fca992c78ecede4a751f3a4d4b6d59bef38cab9091cb318,Withdrawal,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0x3e1613D3E3D0060dC548C012cd51e1C07239Fce6,2814720000000000000000000000000,2814.720000000000000000000000
19886358,2024-05-17 10:16:35,0xeffa9e654245ac70103998ddd5b6b180166fba197eba7cf87a12edde25eb158e,Unstaking,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x8c595DA827F4182bC0E3917BccA8e654DF8223E1,5000000000000000000000000000000,5000.000000000000000000000000
19886708,2024-05-17 11:26:59,0xd105969452bd36b627f9075796112de3c2a9a13a2ed78baaf0262a55115b5961,Unstaking,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x8615dE5ef825063CD73F4d319EC25231E13c5b86,7927820000000000000000000000000,7927.820000000000000000000000
19894481,2024-05-18 13:33:59,0xda44702dbf02b26e988fbbbce099eb41c864235276ae0f7ed4b87a32acf494dd,Unstaking,Hammer DAO,0x06D34f65869Ec94B3BA8c0E08BCEb532f65005E2,0xA91E9464cc258FC473d73204bfd990C8c4056381,20000000000000000000000000000000,20000.00000000000000000000000
19921985,2024-05-22 09:53:59,0xe347baf3b4dcd8441d2270502bf538fb47591412da4955b0e4050422a6e2b752,Unstaking,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0x3Fa901AD74c21A2048dD465199255d1aF218C306,2000000000000000000000000000000,2000.000000000000000000000000
19930676,2024-05-23 15:04:59,0x3d0e07a6d3b0e1471a66ff4874309b8fa2a99c36115687d30d65202840f69188,Deposited,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x54d4FD78e1124CBc0e832540c52609ED8018eEC1,7289040000000000000000000000000,7289.040000000000000000000000
19931655,2024-05-23 18:21:23,0xe0a6ca2954f8827f7d465fb7df8b56af84bd5fd1f3d6854e3073ba4c61f83e71,Withdrawal,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0xF24E378E0964E6f491Fc88Ae42eAB2276f93FB01,20000000000000000000000000000000,20000.00000000000000000000000
19979769,2024-05-30 11:45:23,0x5dbceca519ab4fa929d98eb070fee0781aa531ee79538349fae89174b6bba6d6,Withdrawal,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x8615dE5ef825063CD73F4d319EC25231E13c5b86,7927820000000000000000000000000,7927.820000000000000000000000
19979833,2024-05-30 11:58:23,0x222cdc405ab03a4a70b6f0048fbb2e85ccaf3cdce527993417072ba43688e733,Deposited,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x091B4B1f832FFB96c71e49F3E9bC6E0F16370bDf,8327820000000000000000000000000,8327.820000000000000000000000
19980454,2024-05-30 14:03:59,0x5c719b43e2f5cfbbe1026389b11fec4868b5f336803ffd12cd8d755e064cd8ad,Withdrawal,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x8c595DA827F4182bC0E3917BccA8e654DF8223E1,5000000000000000000000000000000,5000.000000000000000000000000
19990092,2024-05-31 22:24:47,0x03a4da43543fcc564944f405c73775361b104352f936473a3dd779396a9a6d33,Withdrawal,Hammer DAO,0x06D34f65869Ec94B3BA8c0E08BCEb532f65005E2,0xA91E9464cc258FC473d73204bfd990C8c4056381,20000000000000000000000000000000,20000.00000000000000000000000
20022378,2024-06-05 10:35:59,0x4aa4b9e6c791d3ccf950366e2d0eeecf66819a60d952e396a94d56a9e0a40798,Withdrawal,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0x9a8294566960Ab244d78D266FFe0f284cDf728F1,58297682670090091654292611001776,58297.68267009009165429261100
20022462,2024-06-05 10:52:47,0x50c782220b1466246d7d828a9cfe68c196d67b0e1b202d0af823f6c8b26abb15,Deposited,Hammer DAO,0x06D34f65869Ec94B3BA8c0E08BCEb532f65005E2,0x3d827286780dBc00ACE4ee416aD8a4C5dAAC972C,22118610000000000000000000000000,22118.61000000000000000000000
20029620,2024-06-06 10:50:59,0xa061eff222d37f8556375a7e824910c4a43abc622e0fc95b18e19d416fe9e07f,Deposited,tokamak1,0xf3B17FDB808c7d0Df9ACd24dA34700ce069007DF,0x74a9636E5f6C9639a0eDDf0CeA2cDeA24e67b999,43867140000000000000000000000000,43867.14000000000000000000000
20040766,2024-06-08 00:12:35,0xc7964923f81a0746f1fca3eee846befa0e7b7c12cffc60c1220bfad0bdd48db1,Unstaking,level19,0x0F42D1C40b95DF7A1478639918fc358B4aF5298D,0xa27Ce83fb7F7811514dBE34c6e6abF094771FA38,23586680000000000000000000000000,23586.68000000000000000000000
